"Test Name","Year","Session","Subject","Number","Question","Question_image","Option 1","Option 2","Option 3","Option 4","Answer"
"지방9급","2019","A","안전관리론","1","위험물의 성질 중 가연성 고체에 해당하지 않는 물질은?","","유황","황린","금속분","마그네슘","2"
"지방9급","2019","A","안전관리론","2","국민 안전교육 진흥 기본법 상 안전교육기본계획을 수립 및 시행하여야 하는 자는?","","국무총리","교육부장관","행정안전부장관","문화체육관광부장관","3"
"지방9급","2019","A","안전관리론","3","데이비스(K. Davis)의 동기부여이론에서 동기유발(motivation)에 해당하는 식은?","","지식(knowledge) × 기능(skill)","능력(ability) × 태도(attitude)","능력(ability) × 상황(situation)","상황(situation) × 태도(attitude)","4"
"지방9급","2019","A","안전관리론","4","인간의 착오요인 중 조작과정의 착오요인에 해당하는 것은?","","생리 및 심리적 능력의 한계","정보량 저장의 한계","작업 경험의 부족","감각차단현상","3"
"지방9급","2019","A","안전관리론","5","식품안전기본법 상 용어 정의에 대한 설명으로 옳지 않은 것은?","","'소비자'란 사업자가 제공하는 식품등을 섭취하거나 사용하는 자를 말하며, 자기의 영업에 사용하기 위하여 식품등을 제공받는 경우를 포함한다.","'관계중앙행정기관'이란 기획재정부․교육부ㆍ농림축산식품부ㆍ산업통상자원부․보건복지부․환경부․해양수산부ㆍ식품의약품안전처ㆍ관세청 및 농촌진흥청을 말한다.","'위해성평가'란 식품등에 존재하는 위해요소가 인체의 건강을 해하거나 해할 우려가 있는지 여부와 그 정도를 과학적으로 평가하는 것을 말한다.","'추적조사'란 식품등의 생산․판매등의 과정에 관한 정보를 추적하여 조사하는 것을 말한다.","1"
"지방9급","2019","A","안전관리론","6","식품ㆍ의약품 등의 안전기술 진흥법 상 '식품․의약품 등'에 해당하지 않는 것은?","","농수산물 품질관리법 에 따른 농수산물 및 농수산가공품","축산물 위생관리법 에 따른 축산물","주세법 에 따른 주류(酒類)","약사법 에 따른 동물용 의약품","4"
"지방9급","2019","A","안전관리론","7","도로교통법 상 용어 정의에 대한 설명으로 옳지 않은 것은?","","'차선'이란 차로와 차로를 구분하기 위하여 그 경계지점을 안전표지로 표시한 선을 말한다.","'안전표지'란 교통안전에 필요한 주의ㆍ규제ㆍ지시 등을 표시하는 표지판이나 도로의 바닥에 표시하는 기호ㆍ문자 또는 선 등을 말한다.","'서행'(徐行)이란 운전자가 차 또는 노면전차를 즉시 정지시킬 수 있는 정도의 느린 속도로 진행하는 것을 말한다.","'정차'란 운전자가 10분을 초과하지 아니하고 차를 정지시키는 것으로서 주차 외의 정지 상태를 말한다.","4"
"지방9급","2019","A","안전관리론","8","국민보호와 공공안전을 위한 테러방지법 시행령 상 관계기관의 장이 테러 예방 및 대응을 위하여 둘 수 있는 '전담조직'에 해당하지 않는 것은?","","대테러센터","테러정보통합센터","테러사건대책본부","화생방테러대응지원본부","1"
"지방9급","2019","A","안전관리론","9","시설물의 안전 및 유지관리에 관한 특별법 시행규칙 상 댐의 구조안전상 주요부위의 중대한 결함에 해당하는 것은?","","수문의 작동불량","관로의 파손, 변형 및 부식","철근콘크리트 부재의 심한 재료 분리","주요 구조부위의 철근량 부족","1"
"지방9급","2019","A","안전관리론","10","산업안전보건법 시행령 상 안전검사 대상 유해․위험기계에 포함되지 않는 것은?","","전단기","보일러","압력용기","건조설비 및 그 부속설비","2"
"지방9급","2019","A","안전관리론","11","위험물의 종류 중 유기과산화물의 성질에 해당하는 것은?","","산화성 고체","산화성 액체","인화성 액체","자기반응성 물질","4"
"지방9급","2019","A","안전관리론","12","'위험예지훈련'의 4라운드 중 위험요인을 찾아내고 가장 위험한 것을 합의하여 결정하는 단계는?","","현상파악","본질추구","대책수립","목표설정","2"
"지방9급","2019","A","안전관리론","13","정기점검을 실시한 후 차기 점검일 이전에 기계, 기구 및 설비에 갑작스런 이상이 발견되었을 때 실시하는 안전점검은?","","계획점검","임시점검","일상점검","특별점검","2"
"지방9급","2019","A","안전관리론","14","연구실 안전환경 조성에 관한 법률 상 각 연구실에서 과학기술분야 연구개발활동 및 연구활동종사자를 직접 지도ㆍ관리ㆍ감독하는 자는?","","연구실책임자","연구주체의 장","연구실안전환경관리자","연구실안전관리담당자","1"
"지방9급","2019","A","안전관리론","15","전류에 의해 인체가 받는 영향으로 전격의 위험을 결정하는 주요 인자에 해당하는 것만을 모두 고르면?\nㄱ. 통전전류의 크기\nㄴ. 통전경로\nㄷ. 전원의 종류\nㄹ. 주파수 및 파형","","ㄱ, ㄷ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ","4"
"지방9급","2019","A","안전관리론","16","일반화재(A급), 유류화재(B급), 전기화재(C급)에 적용할 수 있는 제3종 분말소화약제의 주성분은?","","요소","중탄산칼륨","중탄산나트륨","제1인산암모늄","4"
"지방9급","2019","A","안전관리론","17","인간의 기억과정을 단계별로 바르게 나열한 것은?\nㄱ. 재생(recall)\nㄴ. 파지(retention)\nㄷ. 기명(memorizing)\nㄹ. 재인(recognition)","","ㄱ → ㄴ → ㄷ → ㄹ","ㄱ → ㄷ → ㄹ → ㄴ","ㄷ → ㄴ → ㄱ → ㄹ","ㄷ → ㄹ → ㄴ → ㄱ","3"
"지방9급","2019","A","안전관리론","18","사업장 위험성평가에 관한 지침 에 따른 사업장 위험성평가 실시에 대한 설명으로 옳지 않은 것은?","","위험성평가는 최초평가 및 수시평가, 정기평가로 구분하여 실시하여야 한다.","최초평가는 전체 작업을 대상으로 하지 않는다.","사업장 건설물의 설치․이전․변경 또는 해체 계획이 있는 경우에는 계획의 실행을 착수하기 전에 수시평가를 실시하여야 한다.","정기평가는 최초평가 후 매년 정기적으로 실시한다.","2"
"지방9급","2019","A","안전관리론","19","산업안전보건기준에 관한 규칙 상 공기매개 감염병에 해당하는 것은?","","인간면역결핍증","B형간염","결핵","신증후군출혈열","3"
"지방9급","2019","A","안전관리론","20","부주의 현상 중 외부의 자극이 모호하거나 필요 이상으로 강하거나 약할 때, 의식이 분산되어 한 곳에 대응할 수 없는 것은?","","의식의 단절","의식의 우회","의식수준의 저하","의식의 혼란","4"
